DBN,SCHOOL NAME.x,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,SCHOOL NAME.y,avg_class_size,Name,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,School Name,Total Cohort,grads_percent,dropout_percent,school_name,boro,Location 1,coordinates,lat,long
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,38,386,386,376,1148,NA,NA,NA,NA,NA,NA,Morris Academy for Collaborative Studies,23,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,79.1,450,19.1,22.4,19,0.4,26,73.1,0.4,53.8,46.2,MORRIS ACADEMY FOR COLLABORATIVE STUD,99,67.7,15.2,Morris Academy for Collaborative Studies,Bronx,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)","(40.8276026690005, -73.90447525699966)",40.827602669,-73.90447525699966
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx Early College Academy for Teaching & Learning,28,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARN,79.4,493,11,16.2,21,3,32,64.5,0.2,48.5,51.5,NA,NA,NA,NA,Bronx Early College Academy for Teaching & Learning,Bronx,"250 East 164 Street
Bronx, NY 10456
(40.828714180000475, -73.91775570199962)","(40.828714180000475, -73.91775570199962)",40.82871418000047,-73.91775570199962
09X329,DREAMYARD PREPARATORY SCHOOL,51,382,365,391,1138,DreamYard Preparatory School,15,15,NA,1,NA,DreamYard Preparatory School,23,DREAMYARD PREPARATORY SCHOOL,80,349,24.4,19.5,38,0,26.9,69.9,0.3,44.1,55.9,DREAMYARD PREPARATORY SCHOOL,93,43,16.1,DreamYard Preparatory School,Bronx,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)","(40.84037339800045, -73.91083800799964)",40.8403733980004,-73.91083800799964
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,54,315,339,297,951,Academy for Language and Technology,20,20,20,1,100,Academy for Language and Technology,24,ACADEMY FOR LANGUAGE AND TECHNOLOGY,85.7,336,86.6,0.9,0,0,0.6,99.4,0,48.8,51.2,NA,NA,NA,NA,Academy for Language and Technology,Bronx,"1700 Macombs Road
Bronx, NY 10453
(40.84910216800046, -73.91608844099966)","(40.84910216800046, -73.91608844099966)",40.8491021680004,-73.91608844099966
09X403,BRONX INTERNATIONAL HIGH SCHOOL,49,314,312,339,965,NA,NA,NA,NA,NA,NA,Bronx International High School,16,BRONX INTERNATIONAL HIGH SCHOOL,82.3,403,87.1,1.2,1,1,22.8,72.2,3.7,45.7,54.3,BRONX INTERNATIONAL HIGH SCHOOL,88,65.9,4.5,Bronx International High School,Bronx,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)","(40.8276026690005, -73.90447525699966)",40.827602669,-73.90447525699966
09X404,SCHOOL FOR EXCELLENCE,32,363,360,351,1074,NA,NA,NA,NA,NA,NA,School for Excellence,24,SCHOOL FOR EXCELLENCE,81.4,386,20.7,26.2,35,0.3,34.5,64.5,0,52.3,47.7,SCHOOL FOR EXCELLENCE,108,54.6,9.300000000000002,School for Excellence,Bronx,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)","(40.8276026690005, -73.90447525699966)",40.827602669,-73.90447525699966
09X412,BRONX HIGH SCHOOL OF BUSINESS,34,356,376,351,1083,BRONX HIGH SCHOOL OF BUSINESS,26,31,9,1.1923076923076923,29.03225806451613,Bronx High School of Business,23,BRONX HIGH SCHOOL OF BUSINESS,77.6,401,23.2,23.2,53,0.7,38.7,59.9,0.5,54.9,45.1,BRONX HIGH SCHOOL OF BUSINESS,110,49.1,16.4,Bronx High School of Business,Bronx,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)","(40.84037339800045, -73.91083800799964)",40.8403733980004,-73.91083800799964
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,64,400,419,402,1221,NA,NA,NA,NA,NA,NA,Bronx High School for Medical Science,26,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,76.9,455,5.7,8.6,21,5.3,36.7,57.8,0.2,42.2,57.8,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,103,83.5,1,Bronx High School for Medical Science,Bronx,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)","(40.84037339800045, -73.91083800799964)",40.8403733980004,-73.91083800799964
09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,35,379,364,379,1122,J. LEVIN HS FOR MEDIA & COMM.,18,18,NA,1,NA,Jonathan Levin High School for Media and Communications,25,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNI,77.7,382,38.5,20.9,47,0.5,22.3,75.4,1.6,53.4,46.6,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA,123,45.5,4.1,NA,NA,NA,NA,NA,NA
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,1224,"BRONX SCH FOR LAW, GOVT, JUST",45,55,27,1.2222222222222223,49.09090909090909,"Bronx School for Law, Government and Justice",28,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,66.2,763,6.6,14,45,2,30.4,66.2,1,45.9,54.1,BRONX SCHOOL FOR LAW  GOVERNMENT AND,122,77,4.1,"Bronx School for Law, Government and Justice",Bronx,"244 East 163 Street
Bronx, NY 10451
(40.827589367000485, -73.91866815999964)","(40.827589367000485, -73.91866815999964)",40.82758936700048,-73.91866815999964
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,50,368,384,369,1121,FREDERICK DOUGLASS ACADEMY III,26,36,NA,1.3846153846153846,NA,Frederick Douglass Academy III Secondary School,23,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,79.7,532,6.4,17.7,35,1.1,56.2,41.4,0.4,51.5,48.5,FREDERICK DOUGLASS ACADEMY III SECOND,87,78.2,1.1,Frederick Douglass Academy III Secondary School,Bronx,"3630 Third Avenue
Bronx, NY 10456
(40.83416725000046, -73.90403294799967)","(40.83416725000046, -73.90403294799967)",40.8341672500004,-73.90403294799967
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,114,384,394,388,1166,BRONX LEADERSHIP ACADEMY HS,40,42,8,1.05,19.047619047619047,Bronx Leadership Academy High School,27,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,76.9,705,9.6,20.3,69,0.7,41.1,57,0,43.3,56.7,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,178,68.5,18.5,Bronx Leadership Academy High School,Bronx,"1710 Webster Avenue
Bronx, NY 10457
(40.84358119500047, -73.90322003799963)","(40.84358119500047, -73.90322003799963)",40.8435811950004,-73.90322003799963
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,27,353,315,371,1039,NA,NA,NA,NA,NA,NA,High School for Violin and Dance,22,HIGH SCHOOL FOR VIOLIN AND DANCE,84.3,323,8.7,22.3,16,0.3,36.8,62.5,0,14.6,85.4,HIGH SCHOOL FOR VIOLIN AND DANCE,47,78.7,4.3,High School for Violin and Dance,Bronx,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)","(40.8276026690005, -73.90447525699966)",40.827602669,-73.90447525699966
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),113,438,455,440,1333,MS/HS 141 D A STEIN RIV/KINGSB,133,184,119,1.3834586466165413,64.67391304347827,Riverdale / Kingsbridge Academy (Middle School / High School 141),27,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),39.7,1337,6.7,15.2,65,8.8,13,53,24.9,51.8,48.2,RIVERDALE / KINGSBRIDGE ACADEMY (MIDD,135,86.7,3.7,Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,"660 West 237 Street
Bronx, NY 10463
(40.88837284900046, -73.91409320399964)","(40.88837284900046, -73.91409320399964)",40.8883728490004,-73.91409320399964
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,86,373,412,365,1150,Bronx Engineering and Technology Academy,107,228,10,2.130841121495327,4.385964912280701,Bronx Engineering and Technology Academy,22,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,79.8,444,15.5,21.4,4,5.2,29.5,64.2,0.9,82.7,17.3,BRONX ENGINEERING AND TECHNOLOGY ACAD,73,75.3,5.5,Bronx Engineering and Technology Academy,Bronx,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)","(40.87704944300049, -73.91233659899967)",40.8770494430004,-73.91233659899967
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,59,405,391,394,1190,Theatre Arts Production Company School,17,27,NA,1.588235294117647,NA,Theatre Arts Production Company School,25,THEATRE ARTS PRODUCTION COMPANY SCHOOL,67.4,524,4.4,18.9,3,1.1,27.3,69.7,1.1,30.9,69.1,THEATRE ARTS PRODUCTION COMPANY SCHOO,62,93.5,1.6,Theatre Arts Production Company School,Bronx,"2225 Webster Avenue
Bronx, NY 10457
(40.85464659900049, -73.89664555299964)","(40.85464659900049, -73.89664555299964)",40.8546465990004,-73.89664555299964
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382,1157,"The Marie Curie School for Medicine, Nursing, and",15,15,NA,1,NA,"The Marie Curie School for Medicine, Nursing, and Health Professions",26,THE MARIE CURIE SCHOOL FOR MEDICINE,71.5,540,6.7,15.6,19,1.5,35.6,57.4,3.3,16.5,83.5,THE MARIE CURIE SCHOOL FOR MEDICINE,67,73.1,4.5,"The Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,"120 West 231 Street
Bronx, NY 10463
(40.875975449000464, -73.90123489199965)","(40.875975449000464, -73.90123489199965)",40.87597544900046,-73.90123489199965
10X243,WEST BRONX ACADEMY FOR THE FUTURE,26,382,406,370,1158,West Bronx Academy for the Future,25,29,14,1.16,48.275862068965516,West Bronx Academy for the Future,25,WEST BRONX ACADEMY FOR THE FUTURE,86.3,636,13.2,19.5,15,3.5,24.7,69.5,1.3,57.9,42.1,WEST BRONX ACADEMY FOR THE FUTURE,72,48.6,16.7,West Bronx Academy for the Future,Bronx,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)","(40.86001222100049, -73.88822960399966)",40.8600122210004,-73.88822960399966
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,52,304,356,302,962,Kingsbridge International High School,32,37,NA,1.15625,NA,Kingsbridge International High School,30,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,95.1,497,88.7,0.4,0,6.8,5.4,84.7,3,52.3,47.7,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,118,56.8,11,Kingsbridge International High School,Bronx,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)","(40.87037746700048, -73.89816295199967)",40.8703774670004,-73.89816295199967
10X284,BRONX SCHOOL OF LAW AND FINANCE,54,402,395,385,1182,Bronx School of Law and Finance,21,27,NA,1.2857142857142858,NA,Bronx School of Law and Finance,23,BRONX SCHOOL OF LAW AND FINANCE,74.2,422,7.1,15.2,21,0.7,31.5,65.2,2.6,56.6,43.4,BRONX SCHOOL OF LAW AND FINANCE,99,58.6,19.2,Bronx School of Law and Finance,Bronx,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)","(40.87704944300049, -73.91233659899967)",40.8770494430004,-73.91233659899967
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providing Urban Learners Success In Education High School,17,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HI,81.8,213,5.2,16.4,1,0,37.6,61.5,0.5,40.4,59.6,PROVIDING URBAN LEARNERS SUCCESS IN E,113,21.2,21.2,NA,NA,NA,NA,NA,NA
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,49,300,333,301,934,International School for Liberal Arts,55,73,45,1.3272727272727274,61.64383561643836,International School for Liberal Arts,24,INTERNATIONAL SCHOOL OF LIBERAL ARTS,78.3,606,79.9,4.6,3,0.2,0,99.8,0,49,51,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,83,59,12,International School for Liberal Arts,Bronx,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)","(40.87037746700048, -73.89816295199967)",40.8703774670004,-73.89816295199967
10X368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368),111,390,408,383,1181,MS/HS 368 INFO & NETWORK TECH,40,54,17,1.35,31.48148148148148,In-Tech Academy (M.S. / High School 368),26,INTECH ACADEMY (MS/HS 368),77.9,1126,12.1,14.3,36,4,11.9,81.9,2,48.9,51.1,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 3,115,62.6,12.2,In-Tech Academy (M.S. / High School 368),Bronx,"2975 Tibbett Avenue
Bronx, NY 10463
(40.88005009300048, -73.90920904799964)","(40.88005009300048, -73.90920904799964)",40.8800500930004,-73.90920904799964
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),61,392,401,387,1180,NA,NA,NA,NA,NA,NA,Knowledge and Power Preparatory Academy International High School (Kappa),23,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNAT,75.3,324,9.3,11.1,3,0.9,35.2,59.9,3.1,47.2,52.8,KNOWLEDGE AND POWER PREPARATORY ACADE,2,NA,NA,Knowledge and Power Preparatory Academy International High School (Kappa),Bronx,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)","(40.86001222100049, -73.88822960399966)",40.8600122210004,-73.88822960399966
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),38,343,356,330,1029,NA,NA,NA,NA,NA,NA,English Language Learners and International Support Preparatory Academy (ELLIS),18,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPP,92.8,316,80.4,0,NA,7,16.5,72.5,1.9,55.7,44.3,ENGLISH LANGUAGE LEARNERS AND INTERNA,3,NA,NA,NA,NA,NA,NA,NA,NA
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,57,370,371,365,1106,HS FOR TEACHING & PROFESSIONS,62,83,13,1.3387096774193548,15.66265060240964,High School for Teaching and the Professions,21,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,88.1,473,17.8,20.1,44,2.5,25.2,70.4,1.9,42.3,57.7,HIGH SCHOOL FOR TEACHING AND THE PROF,134,65.7,22.4,High School for Teaching and the Professions,Bronx,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)","(40.87037746700048, -73.89816295199967)",40.8703774670004,-73.89816295199967
10X434,BELMONT PREPARATORY HIGH SCHOOL,51,404,418,400,1222,BELMONT PREPARATORY HIGH SCHL,31,45,10,1.4516129032258065,22.22222222222222,Belmont Preparatory High School,22,BELMONT PREPARATORY HIGH SCHOOL,76.8,407,11.3,15.7,43,3.2,29,65.6,1.7,47.2,52.8,BELMONT PREPARATORY HIGH SCHOOL,96,63.5,11.5,Belmont Preparatory High School,Bronx,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)","(40.86001222100049, -73.88822960399966)",40.8600122210004,-73.88822960399966
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,48,355,350,372,1077,FORDHAM HS FOR THE ARTS,NA,NA,NA,NA,NA,Fordham High School for the Arts,23,FORDHAM HIGH SCHOOL FOR THE ARTS,78.3,387,12.4,22.5,41,1.6,35.7,61.5,1.3,43.2,56.8,FORDHAM HIGH SCHOOL FOR THE ARTS,82,73.2,7.3,Fordham High School for the Arts,Bronx,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)","(40.86001222100049, -73.88822960399966)",40.8600122210004,-73.88822960399966
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,63,367,385,367,1119,FORDHAM LDRSHP ACAD BUS & TECH,42,47,12,1.119047619047619,25.53191489361702,Fordham Leadership Academy for Business and Technology,21,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECH,78.9,451,16.6,20.6,46,2.7,27.7,67.8,1.3,63.4,36.6,FORDHAM LEADERSHIP ACADEMY FOR BUSINE,144,51.4,16,Fordham Leadership Academy for Business and Technology,Bronx,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)","(40.86001222100049, -73.88822960399966)",40.8600122210004,-73.88822960399966
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,65,366,364,352,1082,BRONX HS OF LAW & COMM SERVICE,44,65,9,1.4772727272727273,13.846153846153847,Bronx High School for Law and Community Service,22,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,80.2,432,13.4,20.8,33,2.3,30.8,64.6,0.9,44.4,55.6,BRONX HIGH SCHOOL FOR LAW AND COMMUNI,115,40,12.2,Bronx High School for Law and Community Service,Bronx,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)","(40.86001222100049, -73.88822960399966)",40.8600122210004,-73.88822960399966
10X440,DEWITT CLINTON HIGH SCHOOL,443,419,426,410,1255,DEWITT CLINTON HS,366,540,262,1.4754098360655739,48.51851851851852,DeWitt Clinton High School,26,DEWITT CLINTON HIGH SCHOOL,74.8,4159,19,14.9,352,6.7,30.8,59.6,2.1,51.1,48.9,DEWITT CLINTON HIGH SCHOOL,1013,56.5,17.5,DeWitt Clinton High School,Bronx,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.88008184000046, -73.88590153299964)","(40.88008184000046, -73.88590153299964)",40.8800818400004,-73.88590153299964
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",52,423,420,427,1270,"Celia Cruz Bronx High School of Music, The",31,35,8,1.1290322580645162,22.857142857142858,"Celia Cruz Bronx High School of Music, The",23,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,74.7,423,3.5,7.8,2,0.5,27.2,69.5,2.4,40.7,59.3,CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,82,74.4,7.3,"Celia Cruz Bronx High School of Music, The",Bronx,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)","(40.87037746700048, -73.89816295199967)",40.8703774670004,-73.89816295199967
10X445,BRONX HIGH SCHOOL OF SCIENCE,731,632,688,649,1969,BRONX HS OF SCIENCE,1190,2435,2189,2.046218487394958,89.89733059548254,Bronx High School of Science,31,BRONX HIGH SCHOOL OF SCIENCE,34.2,3013,0.1,0.1,0,63.5,3.5,7.2,25.4,57.8,42.2,BRONX HIGH SCHOOL OF SCIENCE,668,98.4,0,Bronx High School of Science,Bronx,"75 West 205 Street
Bronx, NY 10468
(40.87705636800047, -73.88978035099967)","(40.87705636800047, -73.88978035099967)",40.8770563680004,-73.88978035099967
10X475,JOHN F. KENNEDY HIGH SCHOOL,109,351,362,339,1052,JOHN F KENNEDY HS,46,48,19,1.0434782608695652,39.58333333333333,John F. Kennedy High School,25,JOHN F. KENNEDY HIGH SCHOOL,77.8,706,23.8,20.8,57,0.7,35.1,62.7,1.4,68.3,31.7,JOHN F. KENNEDY HIGH SCHOOL,502,35.7,29.3,NA,NA,NA,NA,NA,NA
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,99,414,435,414,1263,MARBLE HILL HS FOR INT STUDIES,83,141,37,1.6987951807228916,26.24113475177305,Marble Hill High School for International Studies,23,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIE,83.9,456,32.2,6.8,0,11,23,57.9,7.5,46.7,53.3,MARBLE HILL HIGH SCHOOL FOR INTERNATI,107,88.8,0,Marble Hill High School for International Studies,Bronx,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)","(40.87704944300049, -73.91233659899967)",40.8770494430004,-73.91233659899967
10X478,LEARNING TO WORK GED AT JOHN F. KENNEDY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X546,BRONX THEATRE HIGH SCHOOL,68,348,362,354,1064,Bronx Theatre High School,34,34,NA,1,NA,Bronx Theatre High School,24,BRONX THEATRE HIGH SCHOOL,73.7,445,9.4,15.1,21,0.4,28.8,69,1.8,32.1,67.9,BRONX THEATRE HIGH SCHOOL,108,51.9,18.5,Bronx Theatre High School,Bronx,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)","(40.87704944300049, -73.91233659899967)",40.8770494430004,-73.91233659899967
10X549,DISCOVERY HIGH SCHOOL,55,372,379,364,1115,Discovery High School,NA,NA,NA,NA,NA,Discovery High School,24,DISCOVERY HIGH SCHOOL,80,529,20.6,17.8,53,2.1,20.2,75.6,1.3,52.4,47.6,DISCOVERY HIGH SCHOOL,96,64.6,13.5,Discovery High School,Bronx,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)","(40.87037746700048, -73.89816295199967)",40.8703774670004,-73.89816295199967
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,73,362,382,356,1100,NA,NA,NA,NA,NA,NA,Grace Dodge Career and Technical Education High School,25,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH,71,1162,18.8,24.1,153,1.5,30.1,67.1,0.9,40,60,GRACE DODGE CAREER AND TECHNICAL EDUC,362,42,27.1,NA,NA,NA,NA,NA,NA
10X667,GRACE DODGE YABC,10,350,356,317,1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,92,636,648,636,1920,HIGH SCHOOL OF AMERICAN STUDIES At Lehman College,194,302,243,1.556701030927835,80.4635761589404,High School of American Studies at Lehman College,22,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEG,20.8,377,0,1.3,0,16.7,10.6,18,53.8,53.8,46.2,HIGH SCHOOL OF AMERICAN STUDIES AT LE,78,97.4,1.3,High School of American Studies at Lehman College,Bronx,"2925 Goulden Avenue
Bronx, NY 10468
(40.8712553740005, -73.89751620399966)","(40.8712553740005, -73.89751620399966)",40.871255374,-73.89751620399966
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,74,370,381,382,1133,Bronx Health Sciences High School,NA,NA,NA,NA,NA,Bronx Health Sciences High School,23,BRONX HEALTH SCIENCES HIGH SCHOOL,73.9,377,6.1,7.4,8,4.8,56.8,36.3,0.5,35.3,64.7,BRONX HEALTH SCIENCES HIGH SCHOOL,58,96.6,0,Bronx Health Sciences High School,Bronx,"750 Baychester Avenue
Bronx, NY 10475
(40.87413179800046, -73.83380451299968)","(40.87413179800046, -73.83380451299968)",40.8741317980004,-73.83380451299968
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,46,400,357,390,1147,Bronx High School for Writing and Communication Ar,28,30,NA,1.0714285714285714,NA,Bronx High School for Writing and Communication Arts,24,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION,72.4,422,8.5,14.5,23,2.4,48.3,47.6,1.7,40.8,59.2,BRONX HIGH SCHOOL FOR WRITING AND COM,118,66.9,11.9,Bronx High School for Writing and Communication Arts,Bronx,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)","(40.87575421100047, -73.86138783399963)",40.8757542110004,-73.86138783399963
11X265,BRONX LAB SCHOOL,81,377,391,367,1135,NA,NA,NA,NA,NA,NA,Bronx Lab School,22,BRONX LAB SCHOOL,75.5,482,3.7,15.8,14,2.7,37.8,57.3,1.7,59.5,40.5,BRONX LAB SCHOOL,94,62.8,7.4,Bronx Lab School,Bronx,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)","(40.87575421100047, -73.86138783399963)",40.8757542110004,-73.86138783399963
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,56,386,394,361,1141,Academy for Scholarship and Entrepreneurship: A Co,24,24,NA,1,NA,Academy for Scholarship and Entrepreneurship: A College Board School,28,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A,63.7,606,6.3,18.5,45,2.5,63.7,32,0.7,52,48,ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP,65,66.2,3.1,Academy for Scholarship and Entrepreneurship: A College Board School,Bronx,"921 East 228Th Street
Bronx, NY 10466
(40.887919214000476, -73.85287161399964)","(40.887919214000476, -73.85287161399964)",40.88791921400047,-73.85287161399964
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72,381,376,354,1111,High School of Computers and Technology,NA,NA,NA,NA,NA,High School of Computers and Technology,28,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,71.8,550,10.2,20.2,8,3.6,34.9,59.5,1.3,87.3,12.7,HIGH SCHOOL OF COMPUTERS AND TECHNOLO,90,82.2,3.3,High School of Computers and Technology,Bronx,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)","(40.87575421100047, -73.86138783399963)",40.8757542110004,-73.86138783399963
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,97,444,471,433,1348,Collegiate Institute for Math and Science,79,111,33,1.4050632911392404,29.72972972972973,Collegiate Institute for Math and Science,24,COLLEGIATE INSTITUTE OF MATH AND SCIENCE,67.9,543,3.3,14,18,9.2,36.8,46.8,7,57.1,42.9,COLLEGIATE INSTITUTE FOR MATH AND SCI,121,74.4,15.7,Collegiate Institute for Math and Science,Bronx,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)","(40.85969831600045, -73.86074140399967)",40.8596983160004,-73.86074140399967
11X290,BRONX ACADEMY OF HEALTH CAREERS,69,387,365,383,1135,NA,NA,NA,NA,NA,NA,Bronx Academy of Health Careers,27,BRONX ACADEMY OF HEALTH CAREERS,70.8,483,7.7,19,33,3.3,52.6,41.2,1,32.7,67.3,BRONX ACADEMY OF HEALTH CAREERS,99,62.6,18.2,Bronx Academy of Health Careers,Bronx,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)","(40.87575421100047, -73.86138783399963)",40.8757542110004,-73.86138783399963
11X299,ASTOR COLLEGIATE ACADEMY,60,387,391,391,1169,Astor Collegiate Academy,36,48,12,1.3333333333333333,25,Astor Collegiate Academy,24,ASTOR COLLEGIATE ACADEMY,64.4,498,7.6,21.7,23,5.4,35.7,46,11.8,58.6,41.4,ASTOR COLLEGIATE ACADEMY,111,64.9,9,Astor Collegiate Academy,Bronx,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)","(40.85969831600045, -73.86074140399967)",40.8596983160004,-73.86074140399967
